id,Name,RenderingModelGroup,EngineFamily,EngineGroup,EngineImplementationClass,InteractionComplexity,SemanticLayer,SessionPersistence,WorkspaceModel,StateModel,HostPlatform,RuntimeEnvironment,PlatformGroup,EcosystemFamily,EcosystemContext,EcosystemGroup,PrimaryLanguage,ImplementationStyle,FirstReleaseYear,ArchitectureVersionEpoch,ActivitySignal,PublicLifecycleLabel,MaturityScore,PublicMaturityLabel,public_status_label,PrimarySource,Notes,EngineArchitectureLevel,InteractionModelRefined,ModelLayer_RenderingModelGroup,ModelLayer_EngineGroup,ModelLayer_InteractionModelRefined,ModelLayer_PlatformGroup,ModelLayer_EcosystemGroup,ModelLayer_PrimaryLanguage,ModelLayer_FirstReleaseYear,ModelLayer_ActivitySignal,ModelLayer_MaturityScore,ModelLayer_public_status_label,InteractionModelRefined_v4,ModelLayer_InteractionComplexity,ModelLayer_SemanticLayer,ModelLayer_StateModel,ModelLayer_EngineArchitectureLevel,SemanticLayer_v5,ModelLayer_EngineFamily,ModelLayer_SessionPersistence,ModelLayer_WorkspaceModel,ModelLayer_EngineImplementationClass,ModelLayer_RuntimeEnvironment,ModelLayer_HostPlatform,ModelLayer_EcosystemContext,ModelLayer_EcosystemFamily,ModelLayer_ImplementationStyle,ModelLayer_ArchitectureVersionEpoch,ModelLayer_PublicMaturityLabel,ModelLayer_PublicLifecycleLabel
term_termite,Termite,text_grid_cpu,reused_widget_engine,vte_based,vte,classic_tty,none,ephemeral,none,ephemeral_session,unix_linux_desktop,native_runtime,x11_wayland_native,desktop_ecosystem,gnome_ecosystem,gnome_ecosystem,C,native_systems_language,2013,gpu_and_web_divergence,archived,archived_or_legacy,1,Legacy,Legacy,https://github.com/thestinger/termite,"{""schema_version"":""notes-v6.0"",""decision_type"":[""classification"",""ontology_refinement""],""evidence_basis"":[""codebase""],""confidence"":""medium"",""ambiguous_fields"":[""InteractionModelRefined""],""justifications"":[{""field"":""v4_status"",""value"":""retained"",""basis"":""Retained after v4 parsimonious ontology validation."",""source_url"":""https://github.com/thestinger/termite""},{""field"":""InteractionComplexity/SemanticLayer/StateModel"",""value"":""classic_tty / plain_terminal / ephemeral_session"",""basis"":""v5 ontology refinement: separates UI complexity, semantic abstraction, and state/session model."",""source_url"":""https://github.com/thestinger/termite""},{""field"":""source_deep_audit"",""value"":""retained"",""basis"":""No source-backed correction was required in the final source audit."",""source_url"":""https://github.com/thestinger/termite""},{""field"":""v6_ontology"",""value"":""EngineFamily=reused_widget_engine; RuntimeEnvironment=native_runtime; WorkspaceModel=none"",""basis"":""v6 ontology refinement separates family/implementation, host/runtime, persistence/workspace, ecosystem context, and maturity semantics."",""source_url"":""https://github.com/thestinger/termite""}],""source_urls"":[""https://github.com/thestinger/termite""],""review_status"":""v6_validated""}",reused_terminal_widget,classic_tty,structural_core,structural,structural,context,context,context,metadata,metadata,metadata,metadata,classic_tty,structural_core,structural_extended,structural_extended,annotation,plain_terminal,structural_core,structural_extended,structural_extended,context,context,context,context,context,context,metadata,metadata,metadata
term_tilda,Tilda,text_grid_cpu,reused_widget_engine,vte_based,vte,multiplexed_ui,none,ephemeral,none,ephemeral_session,unix_linux_desktop,native_runtime,x11_wayland_native,desktop_ecosystem,gnome_ecosystem,gnome_ecosystem,C,native_systems_language,2005,desktop_widget_consolidation,active,active,3,Active,Active,https://github.com/lanoxx/tilda,"{""schema_version"":""notes-v6.0"",""decision_type"":[""classification"",""ontology_refinement""],""evidence_basis"":[""codebase""],""confidence"":""medium"",""ambiguous_fields"":[""InteractionModelRefined""],""justifications"":[{""field"":""v4_status"",""value"":""retained"",""basis"":""Retained after v4 parsimonious ontology validation."",""source_url"":""https://github.com/lanoxx/tilda""},{""field"":""InteractionComplexity/SemanticLayer/StateModel"",""value"":""multiplexed_ui / plain_terminal / ephemeral_session"",""basis"":""v5 ontology refinement: separates UI complexity, semantic abstraction, and state/session model."",""source_url"":""https://github.com/lanoxx/tilda""},{""field"":""source_deep_audit"",""value"":""retained"",""basis"":""No source-backed correction was required in the final source audit."",""source_url"":""https://github.com/lanoxx/tilda""},{""field"":""v6_ontology"",""value"":""EngineFamily=reused_widget_engine; RuntimeEnvironment=native_runtime; WorkspaceModel=none"",""basis"":""v6 ontology refinement separates family/implementation, host/runtime, persistence/workspace, ecosystem context, and maturity semantics."",""source_url"":""https://github.com/lanoxx/tilda""}],""source_urls"":[""https://github.com/lanoxx/tilda""],""review_status"":""v6_validated""}",reused_terminal_widget,multiplexed_ui,structural_core,structural,structural,context,context,context,metadata,metadata,metadata,metadata,multiplexed_ui,structural_core,structural_extended,structural_extended,annotation,plain_terminal,structural_core,structural_extended,structural_extended,context,context,context,context,context,context,metadata,metadata,metadata
term_wayst,wayst,gpu_accelerated,custom_engine,custom_gpu_engine,custom_gpu_or_renderer,classic_tty,none,ephemeral,none,ephemeral_session,unix_linux_desktop,native_runtime,x11_wayland_native,standalone_or_independent,standalone,standalone,C,native_systems_language,2023,workflow_gpu_maturation,active,active,0,Experimental,Experimental,https://github.com/91861/wayst,"{""schema_version"":""notes-v6.0"",""decision_type"":[""classification"",""ontology_refinement""],""evidence_basis"":[""codebase""],""confidence"":""medium"",""ambiguous_fields"":[""InteractionModelRefined""],""justifications"":[{""field"":""v4_status"",""value"":""retained"",""basis"":""Retained after v4 parsimonious ontology validation."",""source_url"":""https://github.com/91861/wayst""},{""field"":""InteractionComplexity/SemanticLayer/StateModel"",""value"":""classic_tty / plain_terminal / ephemeral_session"",""basis"":""v5 ontology refinement: separates UI complexity, semantic abstraction, and state/session model."",""source_url"":""https://github.com/91861/wayst""},{""field"":""source_deep_audit"",""value"":""retained"",""basis"":""No source-backed correction was required in the final source audit."",""source_url"":""https://github.com/91861/wayst""},{""field"":""v6_ontology"",""value"":""EngineFamily=custom_engine; RuntimeEnvironment=native_runtime; WorkspaceModel=none"",""basis"":""v6 ontology refinement separates family/implementation, host/runtime, persistence/workspace, ecosystem context, and maturity semantics."",""source_url"":""https://github.com/91861/wayst""}],""source_urls"":[""https://github.com/91861/wayst""],""review_status"":""v6_validated""}",custom_rendering_engine,classic_tty,structural_core,structural,structural,context,context,context,metadata,metadata,metadata,metadata,classic_tty,structural_core,structural_extended,structural_extended,annotation,plain_terminal,structural_core,structural_extended,structural_extended,context,context,context,context,context,context,metadata,metadata,metadata
term_xfce4_terminal,xfce4-terminal,text_grid_cpu,reused_widget_engine,vte_based,vte,multiplexed_ui,none,ephemeral,none,ephemeral_session,unix_linux_desktop,native_runtime,x11_wayland_native,desktop_ecosystem,xfce_ecosystem,xfce_ecosystem,C,native_systems_language,2004,desktop_widget_consolidation,active,active,3,Active,Active,https://gitlab.xfce.org/apps/xfce4-terminal,"{""schema_version"":""notes-v6.0"",""decision_type"":[""classification"",""ontology_refinement""],""evidence_basis"":[""codebase""],""confidence"":""medium"",""ambiguous_fields"":[""InteractionModelRefined""],""justifications"":[{""field"":""v4_status"",""value"":""retained"",""basis"":""Retained after v4 parsimonious ontology validation."",""source_url"":""https://gitlab.xfce.org/apps/xfce4-terminal""},{""field"":""InteractionComplexity/SemanticLayer/StateModel"",""value"":""multiplexed_ui / plain_terminal / ephemeral_session"",""basis"":""v5 ontology refinement: separates UI complexity, semantic abstraction, and state/session model."",""source_url"":""https://gitlab.xfce.org/apps/xfce4-terminal""},{""field"":""source_deep_audit"",""value"":""retained"",""basis"":""No source-backed correction was required in the final source audit."",""source_url"":""https://gitlab.xfce.org/apps/xfce4-terminal""},{""field"":""v6_ontology"",""value"":""EngineFamily=reused_widget_engine; RuntimeEnvironment=native_runtime; WorkspaceModel=none"",""basis"":""v6 ontology refinement separates family/implementation, host/runtime, persistence/workspace, ecosystem context, and maturity semantics."",""source_url"":""https://gitlab.xfce.org/apps/xfce4-terminal""}],""source_urls"":[""https://gitlab.xfce.org/apps/xfce4-terminal""],""review_status"":""v6_validated""}",reused_terminal_widget,multiplexed_ui,structural_core,structural,structural,context,context,context,metadata,metadata,metadata,metadata,multiplexed_ui,structural_core,structural_extended,structural_extended,annotation,plain_terminal,structural_core,structural_extended,structural_extended,context,context,context,context,context,context,metadata,metadata,metadata
term_xterm,xterm,text_grid_cpu,reused_widget_engine,terminal_widget_toolkit,generic_terminal_widget,classic_tty,none,ephemeral,none,ephemeral_session,unix_linux_desktop,native_runtime,x11_wayland_native,standalone_or_independent,standalone,standalone,C,native_systems_language,1984,foundational_unix,active,active,3,Active,Active,https://invisible-island.net/xterm/,"{""schema_version"":""notes-v6.0"",""decision_type"":[""classification"",""ontology_refinement""],""evidence_basis"":[""documentation""],""confidence"":""medium"",""ambiguous_fields"":[""InteractionModelRefined""],""justifications"":[{""field"":""v4_status"",""value"":""retained"",""basis"":""Retained after v4 parsimonious ontology validation."",""source_url"":""https://invisible-island.net/xterm/""},{""field"":""InteractionComplexity/SemanticLayer/StateModel"",""value"":""classic_tty / plain_terminal / ephemeral_session"",""basis"":""v5 ontology refinement: separates UI complexity, semantic abstraction, and state/session model."",""source_url"":""https://invisible-island.net/xterm/""},{""field"":""source_deep_audit"",""value"":""retained"",""basis"":""No source-backed correction was required in the final source audit."",""source_url"":""https://invisible-island.net/xterm/""},{""field"":""v6_ontology"",""value"":""EngineFamily=reused_widget_engine; RuntimeEnvironment=native_runtime; WorkspaceModel=none"",""basis"":""v6 ontology refinement separates family/implementation, host/runtime, persistence/workspace, ecosystem context, and maturity semantics."",""source_url"":""https://invisible-island.net/xterm/""}],""source_urls"":[""https://invisible-island.net/xterm/""],""review_status"":""v6_validated""}",reused_terminal_widget,classic_tty,structural_core,structural,structural,context,context,context,metadata,metadata,metadata,metadata,classic_tty,structural_core,structural_extended,structural_extended,annotation,plain_terminal,structural_core,structural_extended,structural_extended,context,context,context,context,context,context,metadata,metadata,metadata
term_xvt,xvt,text_grid_cpu,reused_widget_engine,terminal_widget_toolkit,generic_terminal_widget,multiplexed_ui,none,ephemeral,none,ephemeral_session,unix_linux_desktop,native_runtime,x11_wayland_native,standalone_or_independent,standalone,standalone,C,native_systems_language,1992,x11_toolkit_expansion,archived,archived_or_legacy,1,Legacy,Legacy,http://www.cs.kuleuven.be/~dannyd/xvt/,"{""schema_version"":""notes-v6.0"",""decision_type"":[""classification"",""ontology_refinement""],""evidence_basis"":[""project_page""],""confidence"":""medium"",""ambiguous_fields"":[""InteractionModelRefined""],""justifications"":[{""field"":""v4_status"",""value"":""retained"",""basis"":""Retained after v4 parsimonious ontology validation."",""source_url"":""http://www.cs.kuleuven.be/~dannyd/xvt/""},{""field"":""InteractionComplexity/SemanticLayer/StateModel"",""value"":""multiplexed_ui / plain_terminal / ephemeral_session"",""basis"":""v5 ontology refinement: separates UI complexity, semantic abstraction, and state/session model."",""source_url"":""http://www.cs.kuleuven.be/~dannyd/xvt/""},{""field"":""source_deep_audit"",""value"":""retained"",""basis"":""No source-backed correction was required in the final source audit."",""source_url"":""http://www.cs.kuleuven.be/~dannyd/xvt/""},{""field"":""v6_ontology"",""value"":""EngineFamily=reused_widget_engine; RuntimeEnvironment=native_runtime; WorkspaceModel=none"",""basis"":""v6 ontology refinement separates family/implementation, host/runtime, persistence/workspace, ecosystem context, and maturity semantics."",""source_url"":""http://www.cs.kuleuven.be/~dannyd/xvt/""}],""source_urls"":[""http://www.cs.kuleuven.be/~dannyd/xvt/""],""review_status"":""v6_validated""}",reused_terminal_widget,multiplexed_ui,structural_core,structural,structural,context,context,context,metadata,metadata,metadata,metadata,multiplexed_ui,structural_core,structural_extended,structural_extended,annotation,plain_terminal,structural_core,structural_extended,structural_extended,context,context,context,context,context,context,metadata,metadata,metadata
term_yaft,yaft,framebuffer_direct,minimal_native_engine,low_level_minimal,minimal_native,classic_tty,none,system_console,system_console,system_console,no_window_system,native_runtime,no_window_system,standalone_or_independent,standalone,standalone,C,native_systems_language,2011,gpu_and_web_divergence,dormant,inactive_or_dormant,0,Experimental,Experimental,https://github.com/uobikiemukot/yaft,"{""schema_version"":""notes-v6.0"",""decision_type"":[""classification"",""ontology_refinement""],""evidence_basis"":[""codebase""],""confidence"":""medium"",""ambiguous_fields"":[""InteractionModelRefined""],""justifications"":[{""field"":""v4_status"",""value"":""retained"",""basis"":""Retained after v4 parsimonious ontology validation."",""source_url"":""https://github.com/uobikiemukot/yaft""},{""field"":""InteractionComplexity/SemanticLayer/StateModel"",""value"":""classic_tty / plain_terminal / system_console"",""basis"":""v5 ontology refinement: separates UI complexity, semantic abstraction, and state/session model."",""source_url"":""https://github.com/uobikiemukot/yaft""},{""field"":""source_deep_audit"",""value"":""retained"",""basis"":""No source-backed correction was required in the final source audit."",""source_url"":""https://github.com/uobikiemukot/yaft""},{""field"":""v6_ontology"",""value"":""EngineFamily=minimal_native_engine; RuntimeEnvironment=native_runtime; WorkspaceModel=system_console"",""basis"":""v6 ontology refinement separates family/implementation, host/runtime, persistence/workspace, ecosystem context, and maturity semantics."",""source_url"":""https://github.com/uobikiemukot/yaft""}],""source_urls"":[""https://github.com/uobikiemukot/yaft""],""review_status"":""v6_validated""}",minimal_native_engine,classic_tty,structural_core,structural,structural,context,context,context,metadata,metadata,metadata,metadata,classic_tty,structural_core,structural_extended,structural_extended,annotation,plain_terminal,structural_core,structural_extended,structural_extended,context,context,context,context,context,context,metadata,metadata,metadata
term_kitty,Kitty,gpu_accelerated,custom_engine,custom_gpu_engine,custom_gpu_or_renderer,multiplexed_ui,none,restorable,session_grouping,persistent_workspace,unix_linux_desktop,native_runtime,x11_wayland_native,standalone_or_independent,standalone,standalone,C,native_systems_language,2017,gpu_and_web_divergence,active,active,3,Active,Active,https://github.com/kovidgoyal/kitty,"{""schema_version"":""notes-v6.0"",""decision_type"":[""classification"",""ontology_refinement""],""evidence_basis"":[""codebase""],""confidence"":""medium"",""ambiguous_fields"":[""InteractionModelRefined""],""justifications"":[{""field"":""v4_status"",""value"":""retained"",""basis"":""Retained after v4 parsimonious ontology validation."",""source_url"":""https://github.com/kovidgoyal/kitty""},{""field"":""InteractionComplexity/SemanticLayer/StateModel"",""value"":""multiplexed_ui / plain_terminal / persistent_workspace"",""basis"":""v5 ontology refinement: separates UI complexity, semantic abstraction, and state/session model."",""source_url"":""https://github.com/kovidgoyal/kitty""},{""field"":""source_deep_audit"",""value"":""retained"",""basis"":""No source-backed correction was required in the final source audit."",""source_url"":""https://github.com/kovidgoyal/kitty""},{""field"":""v6_ontology"",""value"":""EngineFamily=custom_engine; RuntimeEnvironment=native_runtime; WorkspaceModel=session_grouping"",""basis"":""v6 ontology refinement separates family/implementation, host/runtime, persistence/workspace, ecosystem context, and maturity semantics."",""source_url"":""https://github.com/kovidgoyal/kitty""}],""source_urls"":[""https://github.com/kovidgoyal/kitty""],""review_status"":""v6_validated""}",custom_rendering_engine,multiplexed_ui,structural_core,structural,structural,context,context,context,metadata,metadata,metadata,metadata,multiplexed_ui,structural_core,structural_extended,structural_extended,annotation,plain_terminal,structural_core,structural_extended,structural_extended,context,context,context,context,context,context,metadata,metadata,metadata
term_contour,Contour,gpu_accelerated,custom_engine,custom_gpu_engine,custom_gpu_or_renderer,multiplexed_ui,none,ephemeral,none,ephemeral_session,unix_linux_desktop,native_runtime,x11_wayland_native,standalone_or_independent,standalone,standalone,C++,native_systems_language,2020,workflow_gpu_maturation,active,active,3,Active,Active,https://github.com/contour-terminal/contour,"{""schema_version"":""notes-v6.0"",""decision_type"":[""classification"",""ontology_refinement""],""evidence_basis"":[""codebase""],""confidence"":""medium"",""ambiguous_fields"":[""InteractionModelRefined""],""justifications"":[{""field"":""v4_status"",""value"":""retained"",""basis"":""Retained after v4 parsimonious ontology validation."",""source_url"":""https://github.com/contour-terminal/contour""},{""field"":""InteractionComplexity/SemanticLayer/StateModel"",""value"":""multiplexed_ui / plain_terminal / ephemeral_session"",""basis"":""v5 ontology refinement: separates UI complexity, semantic abstraction, and state/session model."",""source_url"":""https://github.com/contour-terminal/contour""},{""field"":""source_deep_audit"",""value"":""retained"",""basis"":""No source-backed correction was required in the final source audit."",""source_url"":""https://github.com/contour-terminal/contour""},{""field"":""v6_ontology"",""value"":""EngineFamily=custom_engine; RuntimeEnvironment=native_runtime; WorkspaceModel=none"",""basis"":""v6 ontology refinement separates family/implementation, host/runtime, persistence/workspace, ecosystem context, and maturity semantics."",""source_url"":""https://github.com/contour-terminal/contour""}],""source_urls"":[""https://github.com/contour-terminal/contour""],""review_status"":""v6_validated""}",custom_rendering_engine,multiplexed_ui,structural_core,structural,structural,context,context,context,metadata,metadata,metadata,metadata,multiplexed_ui,structural_core,structural_extended,structural_extended,annotation,plain_terminal,structural_core,structural_extended,structural_extended,context,context,context,context,context,context,metadata,metadata,metadata
term_deepin_terminal,Deepin Terminal,text_grid_cpu,reused_widget_engine,qt_based,qt_terminal_widget,multiplexed_ui,none,restorable,session_grouping,persistent_workspace,unix_linux_desktop,native_runtime,x11_wayland_native,desktop_ecosystem,deepin_ecosystem,deepin_ecosystem,C++,native_systems_language,2013,gpu_and_web_divergence,active,active,3,Active,Active,https://github.com/linuxdeepin/deepin-terminal,"{""schema_version"":""notes-v6.0"",""decision_type"":[""classification"",""ontology_refinement""],""evidence_basis"":[""codebase""],""confidence"":""medium"",""ambiguous_fields"":[""InteractionModelRefined""],""justifications"":[{""field"":""v4_status"",""value"":""retained"",""basis"":""Retained after v4 parsimonious ontology validation."",""source_url"":""https://github.com/linuxdeepin/deepin-terminal""},{""field"":""InteractionComplexity/SemanticLayer/StateModel"",""value"":""multiplexed_ui / plain_terminal / persistent_workspace"",""basis"":""v5 ontology refinement: separates UI complexity, semantic abstraction, and state/session model."",""source_url"":""https://github.com/linuxdeepin/deepin-terminal""},{""field"":""source_deep_audit"",""value"":""retained"",""basis"":""No source-backed correction was required in the final source audit."",""source_url"":""https://github.com/linuxdeepin/deepin-terminal""},{""field"":""v6_ontology"",""value"":""EngineFamily=reused_widget_engine; RuntimeEnvironment=native_runtime; WorkspaceModel=session_grouping"",""basis"":""v6 ontology refinement separates family/implementation, host/runtime, persistence/workspace, ecosystem context, and maturity semantics."",""source_url"":""https://github.com/linuxdeepin/deepin-terminal""}],""source_urls"":[""https://github.com/linuxdeepin/deepin-terminal""],""review_status"":""v6_validated""}",reused_terminal_widget,multiplexed_ui,structural_core,structural,structural,context,context,context,metadata,metadata,metadata,metadata,multiplexed_ui,structural_core,structural_extended,structural_extended,annotation,plain_terminal,structural_core,structural_extended,structural_extended,context,context,context,context,context,context,metadata,metadata,metadata
term_fbterm,fbterm,framebuffer_direct,minimal_native_engine,low_level_minimal,minimal_native,classic_tty,none,system_console,system_console,system_console,no_window_system,native_runtime,no_window_system,standalone_or_independent,standalone,standalone,C++,native_systems_language,2008,desktop_widget_consolidation,dormant,inactive_or_dormant,2,Maintained,Maintained,https://github.com/fbterm/fbterm,"{""schema_version"":""notes-v6.0"",""decision_type"":[""classification"",""ontology_refinement""],""evidence_basis"":[""codebase""],""confidence"":""medium"",""ambiguous_fields"":[""InteractionModelRefined""],""justifications"":[{""field"":""v4_status"",""value"":""retained"",""basis"":""Retained after v4 parsimonious ontology validation."",""source_url"":""https://github.com/fbterm/fbterm""},{""field"":""InteractionComplexity/SemanticLayer/StateModel"",""value"":""classic_tty / plain_terminal / system_console"",""basis"":""v5 ontology refinement: separates UI complexity, semantic abstraction, and state/session model."",""source_url"":""https://github.com/fbterm/fbterm""},{""field"":""source_deep_audit"",""value"":""retained"",""basis"":""No source-backed correction was required in the final source audit."",""source_url"":""https://github.com/fbterm/fbterm""},{""field"":""v6_ontology"",""value"":""EngineFamily=minimal_native_engine; RuntimeEnvironment=native_runtime; WorkspaceModel=system_console"",""basis"":""v6 ontology refinement separates family/implementation, host/runtime, persistence/workspace, ecosystem context, and maturity semantics."",""source_url"":""https://github.com/fbterm/fbterm""}],""source_urls"":[""https://github.com/fbterm/fbterm""],""review_status"":""v6_validated""}",minimal_native_engine,classic_tty,structural_core,structural,structural,context,context,context,metadata,metadata,metadata,metadata,classic_tty,structural_core,structural_extended,structural_extended,annotation,plain_terminal,structural_core,structural_extended,structural_extended,context,context,context,context,context,context,metadata,metadata,metadata
term_fingerterm,fingerterm,text_grid_cpu,reused_widget_engine,terminal_widget_toolkit,generic_terminal_widget,classic_tty,none,ephemeral,none,ephemeral_session,unix_linux_desktop,native_runtime,x11_wayland_native,standalone_or_independent,standalone,standalone,C++,native_systems_language,2011,gpu_and_web_divergence,dormant,inactive_or_dormant,2,Maintained,Maintained,https://github.com/sailfishos/fingerterm,"{""schema_version"":""notes-v6.0"",""decision_type"":[""classification"",""ontology_refinement""],""evidence_basis"":[""codebase""],""confidence"":""medium"",""ambiguous_fields"":[""InteractionModelRefined""],""justifications"":[{""field"":""v4_status"",""value"":""retained"",""basis"":""Retained after v4 parsimonious ontology validation."",""source_url"":""https://github.com/sailfishos/fingerterm""},{""field"":""InteractionComplexity/SemanticLayer/StateModel"",""value"":""classic_tty / plain_terminal / ephemeral_session"",""basis"":""v5 ontology refinement: separates UI complexity, semantic abstraction, and state/session model."",""source_url"":""https://github.com/sailfishos/fingerterm""},{""field"":""source_deep_audit"",""value"":""retained"",""basis"":""No source-backed correction was required in the final source audit."",""source_url"":""https://github.com/sailfishos/fingerterm""},{""field"":""v6_ontology"",""value"":""EngineFamily=reused_widget_engine; RuntimeEnvironment=native_runtime; WorkspaceModel=none"",""basis"":""v6 ontology refinement separates family/implementation, host/runtime, persistence/workspace, ecosystem context, and maturity semantics."",""source_url"":""https://github.com/sailfishos/fingerterm""}],""source_urls"":[""https://github.com/sailfishos/fingerterm""],""review_status"":""v6_validated""}",reused_terminal_widget,classic_tty,structural_core,structural,structural,context,context,context,metadata,metadata,metadata,metadata,classic_tty,structural_core,structural_extended,structural_extended,annotation,plain_terminal,structural_core,structural_extended,structural_extended,context,context,context,context,context,context,metadata,metadata,metadata
term_konsole,Konsole,text_grid_cpu,reused_widget_engine,qt_based,qt_terminal_widget,multiplexed_ui,none,restorable,session_grouping,persistent_workspace,unix_linux_desktop,native_runtime,x11_wayland_native,desktop_ecosystem,kde_ecosystem,kde_ecosystem,C++,native_systems_language,1997,x11_toolkit_expansion,active,active,3,Active,Active,https://invent.kde.org/utilities/konsole,"{""schema_version"":""notes-v6.0"",""decision_type"":[""classification"",""ontology_refinement""],""evidence_basis"":[""codebase""],""confidence"":""medium"",""ambiguous_fields"":[""InteractionModelRefined""],""justifications"":[{""field"":""v4_status"",""value"":""retained"",""basis"":""Retained after v4 parsimonious ontology validation."",""source_url"":""https://invent.kde.org/utilities/konsole""},{""field"":""InteractionComplexity/SemanticLayer/StateModel"",""value"":""multiplexed_ui / plain_terminal / persistent_workspace"",""basis"":""v5 ontology refinement: separates UI complexity, semantic abstraction, and state/session model."",""source_url"":""https://invent.kde.org/utilities/konsole""},{""field"":""source_deep_audit"",""value"":""retained"",""basis"":""No source-backed correction was required in the final source audit."",""source_url"":""https://invent.kde.org/utilities/konsole""},{""field"":""v6_ontology"",""value"":""EngineFamily=reused_widget_engine; RuntimeEnvironment=native_runtime; WorkspaceModel=session_grouping"",""basis"":""v6 ontology refinement separates family/implementation, host/runtime, persistence/workspace, ecosystem context, and maturity semantics."",""source_url"":""https://invent.kde.org/utilities/konsole""}],""source_urls"":[""https://invent.kde.org/utilities/konsole""],""review_status"":""v6_validated""}",reused_terminal_widget,multiplexed_ui,structural_core,structural,structural,context,context,context,metadata,metadata,metadata,metadata,multiplexed_ui,structural_core,structural_extended,structural_extended,annotation,plain_terminal,structural_core,structural_extended,structural_extended,context,context,context,context,context,context,metadata,metadata,metadata
term_qterminal,QTerminal,text_grid_cpu,reused_widget_engine,qt_based,qt_terminal_widget,multiplexed_ui,none,ephemeral,none,ephemeral_session,unix_linux_desktop,native_runtime,x11_wayland_native,desktop_ecosystem,kde_ecosystem,kde_ecosystem,C++,native_systems_language,2012,gpu_and_web_divergence,active,active,3,Active,Active,https://github.com/lxqt/qterminal,"{""schema_version"":""notes-v6.0"",""decision_type"":[""classification"",""ontology_refinement""],""evidence_basis"":[""codebase""],""confidence"":""medium"",""ambiguous_fields"":[""InteractionModelRefined""],""justifications"":[{""field"":""v4_status"",""value"":""retained"",""basis"":""Retained after v4 parsimonious ontology validation."",""source_url"":""https://github.com/lxqt/qterminal""},{""field"":""InteractionComplexity/SemanticLayer/StateModel"",""value"":""multiplexed_ui / plain_terminal / ephemeral_session"",""basis"":""v5 ontology refinement: separates UI complexity, semantic abstraction, and state/session model."",""source_url"":""https://github.com/lxqt/qterminal""},{""field"":""source_deep_audit"",""value"":""retained"",""basis"":""No source-backed correction was required in the final source audit."",""source_url"":""https://github.com/lxqt/qterminal""},{""field"":""v6_ontology"",""value"":""EngineFamily=reused_widget_engine; RuntimeEnvironment=native_runtime; WorkspaceModel=none"",""basis"":""v6 ontology refinement separates family/implementation, host/runtime, persistence/workspace, ecosystem context, and maturity semantics."",""source_url"":""https://github.com/lxqt/qterminal""}],""source_urls"":[""https://github.com/lxqt/qterminal""],""review_status"":""v6_validated""}",reused_terminal_widget,multiplexed_ui,structural_core,structural,structural,context,context,context,metadata,metadata,metadata,metadata,multiplexed_ui,structural_core,structural_extended,structural_extended,annotation,plain_terminal,structural_core,structural_extended,structural_extended,context,context,context,context,context,context,metadata,metadata,metadata
term_urxvt,urxvt,text_grid_cpu,reused_widget_engine,terminal_widget_toolkit,generic_terminal_widget,classic_tty,none,ephemeral,none,ephemeral_session,unix_linux_desktop,native_runtime,x11_wayland_native,standalone_or_independent,standalone,standalone,C++,native_systems_language,2003,desktop_widget_consolidation,dormant,inactive_or_dormant,2,Maintained,Maintained,http://software.schmorp.de/pkg/rxvt-unicode.html,"{""schema_version"":""notes-v6.0"",""decision_type"":[""classification"",""ontology_refinement""],""evidence_basis"":[""project_page""],""confidence"":""medium"",""ambiguous_fields"":[""InteractionModelRefined""],""justifications"":[{""field"":""v4_status"",""value"":""retained"",""basis"":""Retained after v4 parsimonious ontology validation."",""source_url"":""http://software.schmorp.de/pkg/rxvt-unicode.html""},{""field"":""InteractionComplexity/SemanticLayer/StateModel"",""value"":""classic_tty / plain_terminal / ephemeral_session"",""basis"":""v5 ontology refinement: separates UI complexity, semantic abstraction, and state/session model."",""source_url"":""http://software.schmorp.de/pkg/rxvt-unicode.html""},{""field"":""source_deep_audit"",""value"":""retained"",""basis"":""No source-backed correction was required in the final source audit."",""source_url"":""http://software.schmorp.de/pkg/rxvt-unicode.html""},{""field"":""v6_ontology"",""value"":""EngineFamily=reused_widget_engine; RuntimeEnvironment=native_runtime; WorkspaceModel=none"",""basis"":""v6 ontology refinement separates family/implementation, host/runtime, persistence/workspace, ecosystem context, and maturity semantics."",""source_url"":""http://software.schmorp.de/pkg/rxvt-unicode.html""}],""source_urls"":[""http://software.schmorp.de/pkg/rxvt-unicode.html""],""review_status"":""v6_validated""}",reused_terminal_widget,classic_tty,structural_core,structural,structural,context,context,context,metadata,metadata,metadata,metadata,classic_tty,structural_core,structural_extended,structural_extended,annotation,plain_terminal,structural_core,structural_extended,structural_extended,context,context,context,context,context,context,metadata,metadata,metadata
