id,Name,public_category_label,public_status_label,PrimaryLanguage,FirstReleaseYear,Status,ActivitySignal,rendering_generation,ecosystem,era,RenderingSurface,DisplayDependency,EngineFamily,RenderingModel,InteractionModel,Extensibility,MaturityScore,Confidence,LineageSoftware,LineageConcept,LineageConfidence,PrimarySource,explorer_summary,RenderingModelGroup,EngineGroup,EngineImplementationClass,InteractionComplexity,SemanticLayer,WorkspaceModel,RuntimeEnvironment,HostPlatform,EcosystemFamily,EcosystemContext,ImplementationStyle,PublicMaturityLabel,PublicLifecycleLabel,Notes,nearest_neighbors_v6,representative_set_v6,structural_identity_v6
term_termite,Termite,Classic terminal,Legacy,C,2013,Legacy,archived,text_grid_cpu,gnome_ecosystem,gpu_and_web_divergence,x11_wayland_native,native_gui_stack,reused_widget_engine,text_grid_cpu,classic_tty,standard_terminal,1,source_grounded_v6,vte_based,vte,model_defined,https://github.com/thestinger/termite,text grid cpu · reused widget engine · classic tty,text_grid_cpu,vte_based,vte,classic_tty,none,none,native_runtime,unix_linux_desktop,desktop_ecosystem,gnome_ecosystem,native_systems_language,Legacy,archived_or_legacy,text grid cpu · reused widget engine · classic tty,"[{'id': 'term_cool_retro_term', 'Name': 'Cool Retro Term', 'similarity': 1.0}, {'id': 'term_eterm', 'Name': 'Eterm', 'similarity': 1.0}, {'id': 'term_tek4010', 'Name': 'Tek4010', 'similarity': 1.0}, {'id': 'term_aixterm', 'Name': 'aixterm', 'similarity': 1.0}, {'id': 'term_aterm', 'Name': 'aterm', 'similarity': 1.0}]",[],text_grid_cpu + reused_widget_engine + classic_tty
term_tilda,Tilda,Desktop terminal,Active,C,2005,Active,active,text_grid_cpu,gnome_ecosystem,desktop_widget_consolidation,x11_wayland_native,native_gui_stack,reused_widget_engine,text_grid_cpu,multiplexed_ui,standard_terminal,3,source_grounded_v6,vte_based,vte,model_defined,https://github.com/lanoxx/tilda,text grid cpu · reused widget engine · multiplexed ui,text_grid_cpu,vte_based,vte,multiplexed_ui,none,none,native_runtime,unix_linux_desktop,desktop_ecosystem,gnome_ecosystem,native_systems_language,Active,active,text grid cpu · reused widget engine · multiplexed ui,"[{'id': 'term_black_box', 'Name': 'Black Box', 'similarity': 1.0}, {'id': 'term_deepin_terminal', 'Name': 'Deepin Terminal', 'similarity': 1.0}, {'id': 'term_gnome_console_kgx', 'Name': 'GNOME Console', 'similarity': 1.0}, {'id': 'term_gnome_terminal', 'Name': 'GNOME Terminal', 'similarity': 1.0}, {'id': 'term_guake', 'Name': 'Guake', 'similarity': 1.0}]",[],text_grid_cpu + reused_widget_engine + multiplexed_ui
term_wayst,wayst,GPU-native terminal,Experimental,C,2023,Active,active,gpu_accelerated,standalone,workflow_gpu_maturation,x11_wayland_native,native_gui_stack,custom_engine,gpu_accelerated,classic_tty,standard_terminal,0,source_grounded_v6,custom_gpu_engine,custom_gpu_or_renderer,model_defined,https://github.com/91861/wayst,gpu accelerated · custom engine · classic tty,gpu_accelerated,custom_gpu_engine,custom_gpu_or_renderer,classic_tty,none,none,native_runtime,unix_linux_desktop,standalone_or_independent,standalone,native_systems_language,Experimental,active,gpu accelerated · custom engine · classic tty,"[{'id': 'term_alacritty', 'Name': 'Alacritty', 'similarity': 1.0}, {'id': 'term_foot', 'Name': 'Foot', 'similarity': 1.0}, {'id': 'term_rio', 'Name': 'Rio', 'similarity': 1.0}, {'id': 'term_darktile', 'Name': 'darktile', 'similarity': 1.0}, {'id': 'term_zerotty', 'Name': 'zerotty', 'similarity': 1.0}]",[],gpu_accelerated + custom_engine + classic_tty
term_xfce4_terminal,xfce4-terminal,Desktop terminal,Active,C,2004,Active,active,text_grid_cpu,xfce_ecosystem,desktop_widget_consolidation,x11_wayland_native,native_gui_stack,reused_widget_engine,text_grid_cpu,multiplexed_ui,standard_terminal,3,source_grounded_v6,vte_based,vte,model_defined,https://gitlab.xfce.org/apps/xfce4-terminal,text grid cpu · reused widget engine · multiplexed ui,text_grid_cpu,vte_based,vte,multiplexed_ui,none,none,native_runtime,unix_linux_desktop,desktop_ecosystem,xfce_ecosystem,native_systems_language,Active,active,text grid cpu · reused widget engine · multiplexed ui,"[{'id': 'term_black_box', 'Name': 'Black Box', 'similarity': 1.0}, {'id': 'term_deepin_terminal', 'Name': 'Deepin Terminal', 'similarity': 1.0}, {'id': 'term_gnome_console_kgx', 'Name': 'GNOME Console', 'similarity': 1.0}, {'id': 'term_gnome_terminal', 'Name': 'GNOME Terminal', 'similarity': 1.0}, {'id': 'term_guake', 'Name': 'Guake', 'similarity': 1.0}]",[],text_grid_cpu + reused_widget_engine + multiplexed_ui
term_xterm,xterm,Classic terminal,Active,C,1984,Active,active,text_grid_cpu,standalone,foundational_unix,x11_wayland_native,native_gui_stack,reused_widget_engine,text_grid_cpu,classic_tty,standard_terminal,3,source_grounded_v6,terminal_widget_toolkit,generic_terminal_widget,model_defined,https://invisible-island.net/xterm/,text grid cpu · reused widget engine · classic tty,text_grid_cpu,terminal_widget_toolkit,generic_terminal_widget,classic_tty,none,none,native_runtime,unix_linux_desktop,standalone_or_independent,standalone,native_systems_language,Active,active,text grid cpu · reused widget engine · classic tty,"[{'id': 'term_cool_retro_term', 'Name': 'Cool Retro Term', 'similarity': 1.0}, {'id': 'term_eterm', 'Name': 'Eterm', 'similarity': 1.0}, {'id': 'term_tek4010', 'Name': 'Tek4010', 'similarity': 1.0}, {'id': 'term_termite', 'Name': 'Termite', 'similarity': 1.0}, {'id': 'term_aixterm', 'Name': 'aixterm', 'similarity': 1.0}]","['recommended_10', 'expanded_12']",text_grid_cpu + reused_widget_engine + classic_tty
term_xvt,xvt,Desktop terminal,Legacy,C,1992,Legacy,archived,text_grid_cpu,standalone,x11_toolkit_expansion,x11_wayland_native,native_gui_stack,reused_widget_engine,text_grid_cpu,multiplexed_ui,standard_terminal,1,source_grounded_v6,terminal_widget_toolkit,generic_terminal_widget,model_defined,http://www.cs.kuleuven.be/~dannyd/xvt/,text grid cpu · reused widget engine · multiplexed ui,text_grid_cpu,terminal_widget_toolkit,generic_terminal_widget,multiplexed_ui,none,none,native_runtime,unix_linux_desktop,standalone_or_independent,standalone,native_systems_language,Legacy,archived_or_legacy,text grid cpu · reused widget engine · multiplexed ui,"[{'id': 'term_black_box', 'Name': 'Black Box', 'similarity': 1.0}, {'id': 'term_deepin_terminal', 'Name': 'Deepin Terminal', 'similarity': 1.0}, {'id': 'term_gnome_console_kgx', 'Name': 'GNOME Console', 'similarity': 1.0}, {'id': 'term_gnome_terminal', 'Name': 'GNOME Terminal', 'similarity': 1.0}, {'id': 'term_guake', 'Name': 'Guake', 'similarity': 1.0}]",[],text_grid_cpu + reused_widget_engine + multiplexed_ui
term_yaft,yaft,Framebuffer / console terminal,Experimental,C,2011,Maintained,dormant,framebuffer_direct,standalone,gpu_and_web_divergence,no_window_system,framebuffer_or_console,minimal_native_engine,framebuffer_direct,classic_tty,standard_terminal,0,source_grounded_v6,low_level_minimal,minimal_native,model_defined,https://github.com/uobikiemukot/yaft,framebuffer direct · minimal native engine · classic tty,framebuffer_direct,low_level_minimal,minimal_native,classic_tty,none,system_console,native_runtime,no_window_system,standalone_or_independent,standalone,native_systems_language,Experimental,inactive_or_dormant,framebuffer direct · minimal native engine · classic tty,"[{'id': 'term_linux_console', 'Name': 'Linux console', 'similarity': 1.0}, {'id': 'term_fbterm', 'Name': 'fbterm', 'similarity': 1.0}, {'id': 'term_fbpad', 'Name': 'fbpad', 'similarity': 0.7}, {'id': 'term_st_suckless_terminal', 'Name': 'st', 'similarity': 0.65}, {'id': 'term_stjerm', 'Name': 'stjerm', 'similarity': 0.35}]",[],framebuffer_direct + minimal_native_engine + classic_tty
term_kitty,Kitty,GPU-native terminal,Active,C,2017,Active,active,gpu_accelerated,standalone,gpu_and_web_divergence,x11_wayland_native,native_gui_stack,custom_engine,gpu_accelerated,multiplexed_ui,session_grouping,3,source_grounded_v6,custom_gpu_engine,custom_gpu_or_renderer,model_defined,https://github.com/kovidgoyal/kitty,gpu accelerated · custom engine · multiplexed ui,gpu_accelerated,custom_gpu_engine,custom_gpu_or_renderer,multiplexed_ui,none,session_grouping,native_runtime,unix_linux_desktop,standalone_or_independent,standalone,native_systems_language,Active,active,gpu accelerated · custom engine · multiplexed ui,"[{'id': 'term_cosmic_terminal', 'Name': 'COSMIC Terminal', 'similarity': 1.0}, {'id': 'term_contour', 'Name': 'Contour', 'similarity': 1.0}, {'id': 'term_ghostty', 'Name': 'Ghostty', 'similarity': 1.0}, {'id': 'term_wezterm', 'Name': 'WezTerm', 'similarity': 1.0}, {'id': 'term_alacritty', 'Name': 'Alacritty', 'similarity': 0.7}]","['recommended_10', 'expanded_12']",gpu_accelerated + custom_engine + multiplexed_ui
term_contour,Contour,GPU-native terminal,Active,C++,2020,Active,active,gpu_accelerated,standalone,workflow_gpu_maturation,x11_wayland_native,native_gui_stack,custom_engine,gpu_accelerated,multiplexed_ui,standard_terminal,3,source_grounded_v6,custom_gpu_engine,custom_gpu_or_renderer,model_defined,https://github.com/contour-terminal/contour,gpu accelerated · custom engine · multiplexed ui,gpu_accelerated,custom_gpu_engine,custom_gpu_or_renderer,multiplexed_ui,none,none,native_runtime,unix_linux_desktop,standalone_or_independent,standalone,native_systems_language,Active,active,gpu accelerated · custom engine · multiplexed ui,"[{'id': 'term_cosmic_terminal', 'Name': 'COSMIC Terminal', 'similarity': 1.0}, {'id': 'term_ghostty', 'Name': 'Ghostty', 'similarity': 1.0}, {'id': 'term_kitty', 'Name': 'Kitty', 'similarity': 1.0}, {'id': 'term_wezterm', 'Name': 'WezTerm', 'similarity': 1.0}, {'id': 'term_alacritty', 'Name': 'Alacritty', 'similarity': 0.7}]",[],gpu_accelerated + custom_engine + multiplexed_ui
term_deepin_terminal,Deepin Terminal,Desktop terminal,Active,C++,2013,Active,active,text_grid_cpu,deepin_ecosystem,gpu_and_web_divergence,x11_wayland_native,native_gui_stack,reused_widget_engine,text_grid_cpu,multiplexed_ui,session_grouping,3,source_grounded_v6,qt_based,qt_terminal_widget,model_defined,https://github.com/linuxdeepin/deepin-terminal,text grid cpu · reused widget engine · multiplexed ui,text_grid_cpu,qt_based,qt_terminal_widget,multiplexed_ui,none,session_grouping,native_runtime,unix_linux_desktop,desktop_ecosystem,deepin_ecosystem,native_systems_language,Active,active,text grid cpu · reused widget engine · multiplexed ui,"[{'id': 'term_black_box', 'Name': 'Black Box', 'similarity': 1.0}, {'id': 'term_gnome_console_kgx', 'Name': 'GNOME Console', 'similarity': 1.0}, {'id': 'term_gnome_terminal', 'Name': 'GNOME Terminal', 'similarity': 1.0}, {'id': 'term_guake', 'Name': 'Guake', 'similarity': 1.0}, {'id': 'term_konsole', 'Name': 'Konsole', 'similarity': 1.0}]",[],text_grid_cpu + reused_widget_engine + multiplexed_ui
term_fbterm,fbterm,Framebuffer / console terminal,Maintained,C++,2008,Maintained,dormant,framebuffer_direct,standalone,desktop_widget_consolidation,no_window_system,framebuffer_or_console,minimal_native_engine,framebuffer_direct,classic_tty,standard_terminal,2,source_grounded_v6,low_level_minimal,minimal_native,model_defined,https://github.com/fbterm/fbterm,framebuffer direct · minimal native engine · classic tty,framebuffer_direct,low_level_minimal,minimal_native,classic_tty,none,system_console,native_runtime,no_window_system,standalone_or_independent,standalone,native_systems_language,Maintained,inactive_or_dormant,framebuffer direct · minimal native engine · classic tty,"[{'id': 'term_linux_console', 'Name': 'Linux console', 'similarity': 1.0}, {'id': 'term_yaft', 'Name': 'yaft', 'similarity': 1.0}, {'id': 'term_fbpad', 'Name': 'fbpad', 'similarity': 0.7}, {'id': 'term_st_suckless_terminal', 'Name': 'st', 'similarity': 0.65}, {'id': 'term_stjerm', 'Name': 'stjerm', 'similarity': 0.35}]",[],framebuffer_direct + minimal_native_engine + classic_tty
term_fingerterm,fingerterm,Classic terminal,Maintained,C++,2011,Maintained,dormant,text_grid_cpu,standalone,gpu_and_web_divergence,x11_wayland_native,native_gui_stack,reused_widget_engine,text_grid_cpu,classic_tty,standard_terminal,2,source_grounded_v6,terminal_widget_toolkit,generic_terminal_widget,model_defined,https://github.com/sailfishos/fingerterm,text grid cpu · reused widget engine · classic tty,text_grid_cpu,terminal_widget_toolkit,generic_terminal_widget,classic_tty,none,none,native_runtime,unix_linux_desktop,standalone_or_independent,standalone,native_systems_language,Maintained,inactive_or_dormant,text grid cpu · reused widget engine · classic tty,"[{'id': 'term_cool_retro_term', 'Name': 'Cool Retro Term', 'similarity': 1.0}, {'id': 'term_eterm', 'Name': 'Eterm', 'similarity': 1.0}, {'id': 'term_tek4010', 'Name': 'Tek4010', 'similarity': 1.0}, {'id': 'term_termite', 'Name': 'Termite', 'similarity': 1.0}, {'id': 'term_aixterm', 'Name': 'aixterm', 'similarity': 1.0}]",[],text_grid_cpu + reused_widget_engine + classic_tty
term_konsole,Konsole,Desktop terminal,Active,C++,1997,Active,active,text_grid_cpu,kde_ecosystem,x11_toolkit_expansion,x11_wayland_native,native_gui_stack,reused_widget_engine,text_grid_cpu,multiplexed_ui,session_grouping,3,source_grounded_v6,qt_based,qt_terminal_widget,model_defined,https://invent.kde.org/utilities/konsole,text grid cpu · reused widget engine · multiplexed ui,text_grid_cpu,qt_based,qt_terminal_widget,multiplexed_ui,none,session_grouping,native_runtime,unix_linux_desktop,desktop_ecosystem,kde_ecosystem,native_systems_language,Active,active,text grid cpu · reused widget engine · multiplexed ui,"[{'id': 'term_black_box', 'Name': 'Black Box', 'similarity': 1.0}, {'id': 'term_deepin_terminal', 'Name': 'Deepin Terminal', 'similarity': 1.0}, {'id': 'term_gnome_console_kgx', 'Name': 'GNOME Console', 'similarity': 1.0}, {'id': 'term_gnome_terminal', 'Name': 'GNOME Terminal', 'similarity': 1.0}, {'id': 'term_guake', 'Name': 'Guake', 'similarity': 1.0}]","['recommended_10', 'expanded_12']",text_grid_cpu + reused_widget_engine + multiplexed_ui
term_qterminal,QTerminal,Desktop terminal,Active,C++,2012,Active,active,text_grid_cpu,kde_ecosystem,gpu_and_web_divergence,x11_wayland_native,native_gui_stack,reused_widget_engine,text_grid_cpu,multiplexed_ui,standard_terminal,3,source_grounded_v6,qt_based,qt_terminal_widget,model_defined,https://github.com/lxqt/qterminal,text grid cpu · reused widget engine · multiplexed ui,text_grid_cpu,qt_based,qt_terminal_widget,multiplexed_ui,none,none,native_runtime,unix_linux_desktop,desktop_ecosystem,kde_ecosystem,native_systems_language,Active,active,text grid cpu · reused widget engine · multiplexed ui,"[{'id': 'term_black_box', 'Name': 'Black Box', 'similarity': 1.0}, {'id': 'term_deepin_terminal', 'Name': 'Deepin Terminal', 'similarity': 1.0}, {'id': 'term_gnome_console_kgx', 'Name': 'GNOME Console', 'similarity': 1.0}, {'id': 'term_gnome_terminal', 'Name': 'GNOME Terminal', 'similarity': 1.0}, {'id': 'term_guake', 'Name': 'Guake', 'similarity': 1.0}]",[],text_grid_cpu + reused_widget_engine + multiplexed_ui
term_urxvt,urxvt,Classic terminal,Maintained,C++,2003,Maintained,dormant,text_grid_cpu,standalone,desktop_widget_consolidation,x11_wayland_native,native_gui_stack,reused_widget_engine,text_grid_cpu,classic_tty,standard_terminal,2,source_grounded_v6,terminal_widget_toolkit,generic_terminal_widget,model_defined,http://software.schmorp.de/pkg/rxvt-unicode.html,text grid cpu · reused widget engine · classic tty,text_grid_cpu,terminal_widget_toolkit,generic_terminal_widget,classic_tty,none,none,native_runtime,unix_linux_desktop,standalone_or_independent,standalone,native_systems_language,Maintained,inactive_or_dormant,text grid cpu · reused widget engine · classic tty,"[{'id': 'term_cool_retro_term', 'Name': 'Cool Retro Term', 'similarity': 1.0}, {'id': 'term_eterm', 'Name': 'Eterm', 'similarity': 1.0}, {'id': 'term_tek4010', 'Name': 'Tek4010', 'similarity': 1.0}, {'id': 'term_termite', 'Name': 'Termite', 'similarity': 1.0}, {'id': 'term_aixterm', 'Name': 'aixterm', 'similarity': 1.0}]",[],text_grid_cpu + reused_widget_engine + classic_tty
term_yakuake,Yakuake,Desktop terminal,Active,C++,2005,Active,active,text_grid_cpu,kde_ecosystem,desktop_widget_consolidation,x11_wayland_native,native_gui_stack,reused_widget_engine,text_grid_cpu,multiplexed_ui,session_grouping,3,source_grounded_v6,qt_based,qt_terminal_widget,model_defined,https://invent.kde.org/utilities/yakuake,text grid cpu · reused widget engine · multiplexed ui,text_grid_cpu,qt_based,qt_terminal_widget,multiplexed_ui,none,session_grouping,native_runtime,unix_linux_desktop,desktop_ecosystem,kde_ecosystem,native_systems_language,Active,active,text grid cpu · reused widget engine · multiplexed ui,"[{'id': 'term_black_box', 'Name': 'Black Box', 'similarity': 1.0}, {'id': 'term_deepin_terminal', 'Name': 'Deepin Terminal', 'similarity': 1.0}, {'id': 'term_gnome_console_kgx', 'Name': 'GNOME Console', 'similarity': 1.0}, {'id': 'term_gnome_terminal', 'Name': 'GNOME Terminal', 'similarity': 1.0}, {'id': 'term_guake', 'Name': 'Guake', 'similarity': 1.0}]",[],text_grid_cpu + reused_widget_engine + multiplexed_ui
term_zutty,zutty,GPU-native terminal,Active,C++,2020,Active,active,gpu_accelerated,standalone,workflow_gpu_maturation,x11_wayland_native,native_gui_stack,custom_engine,gpu_accelerated,classic_tty,standard_terminal,3,source_grounded_v6,custom_gpu_engine,custom_gpu_or_renderer,model_defined,https://github.com/tomscii/zutty,gpu accelerated · custom engine · classic tty,gpu_accelerated,custom_gpu_engine,custom_gpu_or_renderer,classic_tty,none,none,native_runtime,unix_linux_desktop,standalone_or_independent,standalone,native_systems_language,Active,active,gpu accelerated · custom engine · classic tty,"[{'id': 'term_alacritty', 'Name': 'Alacritty', 'similarity': 1.0}, {'id': 'term_foot', 'Name': 'Foot', 'similarity': 1.0}, {'id': 'term_rio', 'Name': 'Rio', 'similarity': 1.0}, {'id': 'term_darktile', 'Name': 'darktile', 'similarity': 1.0}, {'id': 'term_wayst', 'Name': 'wayst', 'similarity': 1.0}]",[],gpu_accelerated + custom_engine + classic_tty
term_station,Station,Desktop terminal,Legacy,C++,2020,Legacy,archived,text_grid_cpu,kde_ecosystem,workflow_gpu_maturation,x11_wayland_native,native_gui_stack,reused_widget_engine,text_grid_cpu,multiplexed_ui,session_grouping,2,source_grounded_v6,qt_based,qt_terminal_widget,model_defined,https://github.com/mauikit/station,text grid cpu · reused widget engine · multiplexed ui,text_grid_cpu,qt_based,qt_terminal_widget,multiplexed_ui,none,session_grouping,native_runtime,unix_linux_desktop,desktop_ecosystem,kde_ecosystem,native_systems_language,Legacy,archived_or_legacy,text grid cpu · reused widget engine · multiplexed ui,"[{'id': 'term_black_box', 'Name': 'Black Box', 'similarity': 1.0}, {'id': 'term_deepin_terminal', 'Name': 'Deepin Terminal', 'similarity': 1.0}, {'id': 'term_gnome_console_kgx', 'Name': 'GNOME Console', 'similarity': 1.0}, {'id': 'term_gnome_terminal', 'Name': 'GNOME Terminal', 'similarity': 1.0}, {'id': 'term_guake', 'Name': 'Guake', 'similarity': 1.0}]",[],text_grid_cpu + reused_widget_engine + multiplexed_ui
term_darktile,darktile,GPU-native terminal,Maintained,Go,2021,Maintained,dormant,gpu_accelerated,standalone,workflow_gpu_maturation,x11_wayland_native,native_gui_stack,custom_engine,gpu_accelerated,classic_tty,standard_terminal,2,source_grounded_v6,custom_gpu_engine,custom_gpu_or_renderer,model_defined,https://github.com/liamg/darktile,gpu accelerated · custom engine · classic tty,gpu_accelerated,custom_gpu_engine,custom_gpu_or_renderer,classic_tty,none,none,native_runtime,unix_linux_desktop,standalone_or_independent,standalone,modern_systems_language,Maintained,inactive_or_dormant,gpu accelerated · custom engine · classic tty,"[{'id': 'term_alacritty', 'Name': 'Alacritty', 'similarity': 1.0}, {'id': 'term_foot', 'Name': 'Foot', 'similarity': 1.0}, {'id': 'term_rio', 'Name': 'Rio', 'similarity': 1.0}, {'id': 'term_wayst', 'Name': 'wayst', 'similarity': 1.0}, {'id': 'term_zerotty', 'Name': 'zerotty', 'similarity': 1.0}]",[],gpu_accelerated + custom_engine + classic_tty
term_wave_terminal,Wave Terminal,Workflow terminal,Active,TypeScript,2024,Active,active,dom_document,web_ecosystem,workflow_gpu_maturation,browser_embedded,electron,web_runtime_engine,dom_document,workflow_augmented,workflow_workspace,3,source_grounded_v6,electron_web_stack,electron,model_defined,https://github.com/wavetermdev/waveterm,dom document · web runtime engine · workflow augmented · workflow semantic layer,dom_document,electron_web_stack,electron,workflow_augmented,workflow,workspace_orchestrated,electron_runtime,unix_linux_desktop,web_ecosystem,web_ecosystem,managed_or_application_language,Active,active,dom document · web runtime engine · workflow augmented · workflow semantic layer,"[{'id': 'term_domterm', 'Name': 'DomTerm', 'similarity': 0.7}, {'id': 'term_electerm', 'Name': 'Electerm', 'similarity': 0.7}, {'id': 'term_hyper', 'Name': 'Hyper', 'similarity': 0.7}, {'id': 'term_tabby', 'Name': 'Tabby', 'similarity': 0.7}, {'id': 'term_tess', 'Name': 'Tess', 'similarity': 0.7}]","['recommended_10', 'expanded_12']",dom_document + web_runtime_engine + workflow_augmented
term_tek4010,Tek4010,Classic terminal,Maintained,Java,2017,Maintained,dormant,text_grid_cpu,standalone,gpu_and_web_divergence,x11_wayland_native,native_gui_stack,reused_widget_engine,text_grid_cpu,classic_tty,standard_terminal,2,source_grounded_v6,terminal_widget_toolkit,generic_terminal_widget,model_defined,https://github.com/rricharz/Tek4010,text grid cpu · reused widget engine · classic tty,text_grid_cpu,terminal_widget_toolkit,generic_terminal_widget,classic_tty,none,none,native_runtime,unix_linux_desktop,standalone_or_independent,standalone,managed_or_application_language,Maintained,inactive_or_dormant,text grid cpu · reused widget engine · classic tty,"[{'id': 'term_cool_retro_term', 'Name': 'Cool Retro Term', 'similarity': 1.0}, {'id': 'term_eterm', 'Name': 'Eterm', 'similarity': 1.0}, {'id': 'term_termite', 'Name': 'Termite', 'similarity': 1.0}, {'id': 'term_aixterm', 'Name': 'aixterm', 'similarity': 1.0}, {'id': 'term_aterm', 'Name': 'aterm', 'similarity': 1.0}]",[],text_grid_cpu + reused_widget_engine + classic_tty
term_electerm,Electerm,Web/runtime terminal,Active,JavaScript,2017,Active,active,dom_document,web_ecosystem,gpu_and_web_divergence,browser_embedded,electron,web_runtime_engine,dom_document,multiplexed_ui,session_grouping,3,source_grounded_v6,electron_web_stack,electron,model_defined,https://github.com/electerm/electerm,dom document · web runtime engine · multiplexed ui,dom_document,electron_web_stack,electron,multiplexed_ui,none,session_grouping,electron_runtime,unix_linux_desktop,web_ecosystem,web_ecosystem,managed_or_application_language,Active,active,dom document · web runtime engine · multiplexed ui,"[{'id': 'term_hyper', 'Name': 'Hyper', 'similarity': 1.0}, {'id': 'term_tabby', 'Name': 'Tabby', 'similarity': 1.0}, {'id': 'term_domterm', 'Name': 'DomTerm', 'similarity': 0.7}, {'id': 'term_tess', 'Name': 'Tess', 'similarity': 0.7}, {'id': 'term_wave_terminal', 'Name': 'Wave Terminal', 'similarity': 0.7}]",[],dom_document + web_runtime_engine + multiplexed_ui
term_hyper,Hyper,Web/runtime terminal,Maintained,JavaScript,2016,Maintained,dormant,dom_document,web_ecosystem,gpu_and_web_divergence,browser_embedded,electron,web_runtime_engine,dom_document,multiplexed_ui,session_grouping,2,source_grounded_v6,electron_web_stack,electron,model_defined,https://github.com/vercel/hyper,dom document · web runtime engine · multiplexed ui,dom_document,electron_web_stack,electron,multiplexed_ui,none,session_grouping,electron_runtime,unix_linux_desktop,web_ecosystem,web_ecosystem,managed_or_application_language,Maintained,inactive_or_dormant,dom document · web runtime engine · multiplexed ui,"[{'id': 'term_electerm', 'Name': 'Electerm', 'similarity': 1.0}, {'id': 'term_tabby', 'Name': 'Tabby', 'similarity': 1.0}, {'id': 'term_domterm', 'Name': 'DomTerm', 'similarity': 0.7}, {'id': 'term_tess', 'Name': 'Tess', 'similarity': 0.7}, {'id': 'term_wave_terminal', 'Name': 'Wave Terminal', 'similarity': 0.7}]",[],dom_document + web_runtime_engine + multiplexed_ui
term_domterm,DomTerm,Document-oriented terminal,Maintained,JavaScript,2015,Maintained,dormant,dom_document,web_ecosystem,gpu_and_web_divergence,browser_embedded,web_runtime,web_runtime_engine,dom_document,document_oriented,document_semantics,2,source_grounded_v6,web_runtime_stack,web_runtime,model_defined,https://github.com/PerBothner/DomTerm,dom document · web runtime engine · document oriented · document semantic layer,dom_document,web_runtime_stack,web_runtime,document_oriented,document,none,web_runtime,unix_linux_desktop,web_ecosystem,web_ecosystem,managed_or_application_language,Maintained,inactive_or_dormant,dom document · web runtime engine · document oriented · document semantic layer,"[{'id': 'term_tess', 'Name': 'Tess', 'similarity': 1.0}, {'id': 'term_electerm', 'Name': 'Electerm', 'similarity': 0.7}, {'id': 'term_hyper', 'Name': 'Hyper', 'similarity': 0.7}, {'id': 'term_tabby', 'Name': 'Tabby', 'similarity': 0.7}, {'id': 'term_wave_terminal', 'Name': 'Wave Terminal', 'similarity': 0.7}]",[],dom_document + web_runtime_engine + document_oriented
term_guake,Guake,Desktop terminal,Active,Python,2007,Active,active,text_grid_cpu,gnome_ecosystem,desktop_widget_consolidation,x11_wayland_native,native_gui_stack,reused_widget_engine,text_grid_cpu,multiplexed_ui,session_grouping,3,source_grounded_v6,vte_based,vte,model_defined,https://github.com/Guake/guake,text grid cpu · reused widget engine · multiplexed ui,text_grid_cpu,vte_based,vte,multiplexed_ui,none,session_grouping,native_runtime,unix_linux_desktop,desktop_ecosystem,gnome_ecosystem,managed_or_application_language,Active,active,text grid cpu · reused widget engine · multiplexed ui,"[{'id': 'term_black_box', 'Name': 'Black Box', 'similarity': 1.0}, {'id': 'term_deepin_terminal', 'Name': 'Deepin Terminal', 'similarity': 1.0}, {'id': 'term_gnome_console_kgx', 'Name': 'GNOME Console', 'similarity': 1.0}, {'id': 'term_gnome_terminal', 'Name': 'GNOME Terminal', 'similarity': 1.0}, {'id': 'term_konsole', 'Name': 'Konsole', 'similarity': 1.0}]",[],text_grid_cpu + reused_widget_engine + multiplexed_ui
term_terminator,Terminator,Desktop terminal,Active,Python,2007,Active,active,text_grid_cpu,gnome_ecosystem,desktop_widget_consolidation,x11_wayland_native,native_gui_stack,reused_widget_engine,text_grid_cpu,multiplexed_ui,session_grouping,3,source_grounded_v6,vte_based,vte,model_defined,https://github.com/gnome-terminator/terminator,text grid cpu · reused widget engine · multiplexed ui,text_grid_cpu,vte_based,vte,multiplexed_ui,none,session_grouping,native_runtime,unix_linux_desktop,desktop_ecosystem,gnome_ecosystem,managed_or_application_language,Active,active,text grid cpu · reused widget engine · multiplexed ui,"[{'id': 'term_black_box', 'Name': 'Black Box', 'similarity': 1.0}, {'id': 'term_deepin_terminal', 'Name': 'Deepin Terminal', 'similarity': 1.0}, {'id': 'term_gnome_console_kgx', 'Name': 'GNOME Console', 'similarity': 1.0}, {'id': 'term_gnome_terminal', 'Name': 'GNOME Terminal', 'similarity': 1.0}, {'id': 'term_guake', 'Name': 'Guake', 'similarity': 1.0}]",[],text_grid_cpu + reused_widget_engine + multiplexed_ui
