id,Name,ScopeClass,Category,rendering_generation,ecosystem,era,Arch,LayoutModel,RenderingSurface,Status,ActivitySignal,DisplayDependency,PrimaryConnection,MultiProtocol,EmulationTarget,CoreEngine,EngineFamily,RenderingModel,InteractionModel,AbstractionLevel,Extensibility,StateModel,Confidence,Language,LanguageRole,MaturityScore,FirstReleaseYear,LineageSoftware,LineageConcept,LineageConfidence,Notes,PrimarySource,public_category_label,public_status_label,explorer_summary,lineage_software_list,lineage_concept_list
term_rio,Rio,web_terminal_emulator,GPU_modern,gpu_modern,standalone,modern,web,tabs,web_runtime,Active,active,x11_compatible,local,False,vt_xterm,custom,web_runtime_custom,dom,stream,terminal_level,config,stateless,high,Rust,metadata_only,3,2023,web terminal component,xterm_compatibility;tabbed_terminal;web_terminal;configuration_driven,high,"web-runtime terminal emulator with tabs layout, web_runtime surface, config extensibility.",https://github.com/raphamorim/rio,GPU Modern,Active,"Rio is classified as GPU Modern, with active status and web runtime rendering.",web terminal component,xterm_compatibility|tabbed_terminal|web_terminal|configuration_driven
term_roxterm,ROXTerm,unix_linux_terminal_emulator,VTE_ecosystem,cpu_classic,vte,modern,native,tabs,native_gui,Active,active,x11_compatible,local,False,vt_xterm,VTE,VTE_wrapper,text_grid,stream,terminal_level,config,stateless,high,C,metadata_only,3,2006,VTE,xterm_compatibility;tabbed_terminal;desktop_integration;configuration_driven,high,"GTK/VTE terminal emulator with tabs layout, native_gui surface, config extensibility.",https://github.com/realh/roxterm,VTE Ecosystem,Active,"ROXTerm is classified as VTE Ecosystem, with active status and native gui rendering.",VTE,xterm_compatibility|tabbed_terminal|desktop_integration|configuration_driven
term_rxvt,rxvt,historical_terminal_emulator,X11_legacy,cpu_classic,x11_xterm_family,legacy,native,none,native_gui,Legacy,archived,x11_required,local,False,vt_xterm,custom,rxvt_lineage,text_grid,stream,terminal_level,config,stateless,high,C,metadata_only,1,1992,rxvt;xterm,xterm_compatibility;rxvt_minimalism;configuration_driven,high,"xterm-compatible terminal emulator with native_gui surface, config extensibility.",http://rxvt.sourceforge.net/,X11 Legacy,Legacy,"rxvt is classified as X11 Legacy, with legacy status and native gui rendering.",rxvt|xterm,xterm_compatibility|rxvt_minimalism|configuration_driven
term_sakura,Sakura,unix_linux_terminal_emulator,VTE_ecosystem,cpu_classic,vte,modern,native,tabs,native_gui,Maintenance,dormant,x11_compatible,local,False,vt_xterm,VTE,VTE_wrapper,text_grid,stream,terminal_level,config,stateless,high,C,metadata_only,2,2006,VTE,xterm_compatibility;tabbed_terminal;desktop_integration;configuration_driven,high,"GTK/VTE terminal emulator with tabs layout, native_gui surface, config extensibility.",https://github.com/dabisu/sakura,VTE Ecosystem,Maintained,"Sakura is classified as VTE Ecosystem, with maintained status and native gui rendering.",VTE,xterm_compatibility|tabbed_terminal|desktop_integration|configuration_driven
term_st_suckless_terminal,st (suckless terminal),historical_terminal_emulator,X11_legacy,cpu_classic,x11_xterm_family,legacy,native,none,native_gui,Active,active,x11_required,local,False,vt_xterm,custom,suckless_lineage,text_grid,stream,terminal_level,config,stateless,high,C,metadata_only,3,2009,st;xterm,xterm_compatibility;lightweight_suckless;configuration_driven,high,Minimal X11 terminal emulator from suckless emphasizing small code size and patch-based customization.,https://st.suckless.org/,X11 Legacy,Active,"st (suckless terminal) is classified as X11 Legacy, with active status and native gui rendering.",st|xterm,xterm_compatibility|lightweight_suckless|configuration_driven
term_st_flexipatch_terminal,st-flexipatch terminal,historical_terminal_emulator,X11_legacy,cpu_classic,x11_xterm_family,legacy,native,none,native_gui,Active,active,x11_required,local,False,vt_xterm,custom,suckless_lineage,text_grid,stream,terminal_level,config,stateless,medium,C,metadata_only,2,2018,st;xterm,xterm_compatibility;lightweight_suckless;configuration_driven,high,"xterm-compatible terminal emulator with native_gui surface, config extensibility.",https://github.com/bakkeby/st-flexipatch,X11 Legacy,Active,"st-flexipatch terminal is classified as X11 Legacy, with active status and native gui rendering.",st|xterm,xterm_compatibility|lightweight_suckless|configuration_driven
term_station,Station,unix_linux_terminal_emulator,Experimental_UI,mixed_or_experimental,experimental_ui,modern,native,tabs,native_gui,Active,active,x11_compatible,local,False,vt_xterm,custom,suckless_lineage,text_grid,stream,terminal_level,config,stateless,medium,"C++, QML",metadata_only,2,2020,st;xterm,xterm_compatibility;tabbed_terminal;lightweight_suckless;configuration_driven,inferred,"xterm-compatible terminal emulator with tabs layout, native_gui surface, config extensibility.",https://github.com/mauikit/station,Experimental UI,Active,"Station is classified as Experimental UI, with active status and native gui rendering.",st|xterm,xterm_compatibility|tabbed_terminal|lightweight_suckless|configuration_driven
term_stjerm,stjerm,unix_linux_terminal_emulator,Experimental_UI,mixed_or_experimental,experimental_ui,modern,native,tabs,native_gui,Maintenance,dormant,x11_compatible,local,False,vt_xterm,custom,suckless_lineage,text_grid,stream,terminal_level,none,stateless,medium,C,metadata_only,2,,st;xterm,xterm_compatibility;tabbed_terminal;lightweight_suckless;drop_down_terminal,inferred,"xterm-compatible terminal emulator with tabs layout, native_gui surface.",https://code.google.com/archive/p/stjerm/,Experimental UI,Maintained,"stjerm is classified as Experimental UI, with maintained status and native gui rendering.",st|xterm,xterm_compatibility|tabbed_terminal|lightweight_suckless|drop_down_terminal
term_svte,svte,historical_terminal_emulator,VTE_ecosystem,cpu_classic,vte,modern,native,tabs,native_gui,Legacy,archived,x11_compatible,local,False,vt_xterm,VTE,VTE_wrapper,text_grid,stream,terminal_level,config,stateless,high,C,metadata_only,1,,VTE,xterm_compatibility;tabbed_terminal;desktop_integration;configuration_driven,high,"GTK/VTE terminal emulator with tabs layout, native_gui surface, config extensibility.",https://github.com/JamesLinus/svte,VTE Ecosystem,Legacy,"svte is classified as VTE Ecosystem, with legacy status and native gui rendering.",VTE,xterm_compatibility|tabbed_terminal|desktop_integration|configuration_driven
term_tabby,Tabby,web_terminal_emulator,Experimental_UI,mixed_or_experimental,experimental_ui,modern,web,tabs,web_runtime,Active,active,display_agnostic,ssh,True,vt_xterm,xterm.js,web_xtermjs_lineage,dom,stream,terminal_level,plugin,stateless,high,TypeScript,metadata_only,3,2019,xterm.js,xterm_compatibility;tabbed_terminal;web_terminal;configuration_driven,high,"web-runtime terminal emulator with tabs layout, web_runtime surface, plugin extensibility.",https://github.com/Eugeny/tabby,Experimental UI,Active,"Tabby is classified as Experimental UI, with active status and web runtime rendering.",xterm.js,xterm_compatibility|tabbed_terminal|web_terminal|configuration_driven
term_tek4010,Tek4010,unix_linux_terminal_emulator,Experimental_UI,mixed_or_experimental,experimental_ui,modern,native,none,native_gui,Maintenance,dormant,display_agnostic,local,False,tek4010,custom,custom_native,vector,stream,terminal_level,none,stateless,medium,Java,metadata_only,2,2017,custom_root,xterm_compatibility,high,terminal emulator with native_gui surface.,https://github.com/rricharz/Tek4010,Experimental UI,Maintained,"Tek4010 is classified as Experimental UI, with maintained status and native gui rendering.",custom_root,xterm_compatibility
term_terminalpp,terminalpp,unix_linux_terminal_emulator,Experimental_UI,mixed_or_experimental,experimental_ui,modern,native,tabs,native_gui,Experimental,dormant,x11_compatible,local,False,vt_xterm,custom,custom_native,text_grid,structured,interface_level,programmable,stateless,medium,C++,metadata_only,0,,custom_root,xterm_compatibility;tabbed_terminal;structured_output;configuration_driven,high,"terminal emulator with tabs layout, structured interaction, native_gui surface.",https://github.com/terminalpp/terminalpp,Experimental UI,Experimental,"terminalpp is classified as Experimental UI, with experimental status and native gui rendering.",custom_root,xterm_compatibility|tabbed_terminal|structured_output|configuration_driven
term_terminator,Terminator,unix_linux_terminal_emulator,VTE_ecosystem,cpu_classic,vte,modern,native,splits,native_gui,Active,active,x11_compatible,local,False,vt_xterm,VTE,VTE_wrapper,text_grid,stream,terminal_level,config,stateless,high,Python,metadata_only,3,2007,VTE,xterm_compatibility;split_pane_terminal;desktop_integration;configuration_driven,high,"GTK/VTE terminal emulator designed around split panes, tabs and multi-terminal workflows.",https://github.com/gnome-terminator/terminator,VTE Ecosystem,Active,"Terminator is classified as VTE Ecosystem, with active status and native gui rendering.",VTE,xterm_compatibility|split_pane_terminal|desktop_integration|configuration_driven
term_terminology,Terminology,unix_linux_terminal_emulator,Experimental_UI,mixed_or_experimental,experimental_ui,modern,native,splits,native_gui,Active,active,x11_compatible,local,False,vt_xterm,custom,custom_native,text_grid,stream,terminal_level,config,stateless,high,C,metadata_only,3,2012,custom_root,xterm_compatibility;split_pane_terminal;image_media_support;configuration_driven,inferred,"terminal emulator with splits layout, native_gui surface, config extensibility.",https://www.enlightenment.org/about-terminology,Experimental UI,Active,"Terminology is classified as Experimental UI, with active status and native gui rendering.",custom_root,xterm_compatibility|split_pane_terminal|image_media_support|configuration_driven
term_termit,Termit,unix_linux_terminal_emulator,VTE_ecosystem,cpu_classic,vte,modern,native,tabs,native_gui,Active,active,x11_compatible,local,False,vt_xterm,VTE,VTE_wrapper,text_grid,stream,terminal_level,config,stateless,high,C,metadata_only,3,2008,VTE,xterm_compatibility;tabbed_terminal;desktop_integration;configuration_driven,high,"GTK/VTE terminal emulator with tabs layout, native_gui surface, config extensibility.",https://github.com/nonstop/termit,VTE Ecosystem,Active,"Termit is classified as VTE Ecosystem, with active status and native gui rendering.",VTE,xterm_compatibility|tabbed_terminal|desktop_integration|configuration_driven
term_termite,Termite,historical_terminal_emulator,VTE_ecosystem,cpu_classic,vte,modern,native,none,native_gui,Legacy,archived,x11_compatible,local,False,vt_xterm,VTE,VTE_wrapper,text_grid,stream,terminal_level,config,stateless,high,C,metadata_only,1,2013,VTE,xterm_compatibility;desktop_integration;configuration_driven,high,"GTK/VTE terminal emulator with native_gui surface, config extensibility.",https://github.com/thestinger/termite,VTE Ecosystem,Legacy,"Termite is classified as VTE Ecosystem, with legacy status and native gui rendering.",VTE,xterm_compatibility|desktop_integration|configuration_driven
term_terra_terminal,Terra Terminal,historical_terminal_emulator,VTE_ecosystem,cpu_classic,vte,modern,native,tabs,native_gui,Legacy,archived,x11_compatible,local,False,vt_xterm,VTE,VTE_wrapper,text_grid,stream,terminal_level,config,stateless,medium,Python,metadata_only,1,,VTE,xterm_compatibility;tabbed_terminal;desktop_integration;configuration_driven,high,"GTK/VTE terminal emulator with tabs layout, native_gui surface, config extensibility.",https://gitlab.com/sharan/terra-terminal,VTE Ecosystem,Legacy,"Terra Terminal is classified as VTE Ecosystem, with legacy status and native gui rendering.",VTE,xterm_compatibility|tabbed_terminal|desktop_integration|configuration_driven
term_tess,Tess,unix_linux_terminal_emulator,Experimental_UI,mixed_or_experimental,experimental_ui,modern,native,splits,native_gui,Experimental,dormant,x11_compatible,local,False,vt_xterm,custom,custom_native,text_grid,stream,terminal_level,none,stateless,medium,Python,metadata_only,0,2022,custom_root,xterm_compatibility;split_pane_terminal,inferred,"terminal emulator with splits layout, native_gui surface.",https://github.com/Squitch1/Tess,Experimental UI,Experimental,"Tess is classified as Experimental UI, with experimental status and native gui rendering.",custom_root,xterm_compatibility|split_pane_terminal
term_tilda,Tilda,unix_linux_terminal_emulator,VTE_ecosystem,cpu_classic,vte,modern,native,tabs,native_gui,Active,active,x11_compatible,local,False,vt_xterm,VTE,VTE_wrapper,text_grid,stream,terminal_level,config,stateless,high,C,metadata_only,3,2005,VTE,xterm_compatibility;tabbed_terminal;desktop_integration;configuration_driven,high,"GTK/VTE terminal emulator with tabs layout, native_gui surface, config extensibility.",https://github.com/lanoxx/tilda,VTE Ecosystem,Active,"Tilda is classified as VTE Ecosystem, with active status and native gui rendering.",VTE,xterm_compatibility|tabbed_terminal|desktop_integration|configuration_driven
term_tilix,Tilix,unix_linux_terminal_emulator,VTE_ecosystem,cpu_classic,vte,modern,native,tiling,native_gui,Active,active,x11_compatible,local,False,vt_xterm,VTE,VTE_wrapper,text_grid,stream,terminal_level,config,stateless,high,Vala,metadata_only,3,2016,VTE,xterm_compatibility;tiling_terminal;desktop_integration;configuration_driven,high,GTK/VTE terminal emulator organized around tiling and session layouts with profiles and tabs.,https://github.com/gnunn1/tilix,VTE Ecosystem,Active,"Tilix is classified as VTE Ecosystem, with active status and native gui rendering.",VTE,xterm_compatibility|tiling_terminal|desktop_integration|configuration_driven
term_urxvt_rxvt_unicode,urxvt (rxvt-unicode),historical_terminal_emulator,X11_legacy,cpu_classic,x11_xterm_family,legacy,native,none,native_gui,Maintenance,dormant,x11_required,local,False,vt_xterm,custom,rxvt_lineage,text_grid,stream,terminal_level,config,stateless,high,C++,metadata_only,2,2003,rxvt;xterm,xterm_compatibility;rxvt_minimalism;configuration_driven,high,Unicode-capable rxvt derivative emphasizing lightweight X11 terminal behavior and extension support.,http://software.schmorp.de/pkg/rxvt-unicode.html,X11 Legacy,Maintained,"urxvt (rxvt-unicode) is classified as X11 Legacy, with maintained status and native gui rendering.",rxvt|xterm,xterm_compatibility|rxvt_minimalism|configuration_driven
term_uxterm,uxterm,historical_terminal_emulator,X11_legacy,cpu_classic,x11_xterm_family,legacy,native,none,native_gui,Active,active,x11_required,local,False,vt_xterm,custom,xterm_lineage,text_grid,stream,terminal_level,config,stateless,high,"Shell, C",metadata_only,3,1984,xterm,xterm_compatibility;configuration_driven,high,"xterm-compatible terminal emulator with native_gui surface, config extensibility.",https://invisible-island.net/xterm/,X11 Legacy,Active,"uxterm is classified as X11 Legacy, with active status and native gui rendering.",xterm,xterm_compatibility|configuration_driven
term_warp,Warp,unix_linux_terminal_emulator,Experimental_UI,mixed_or_experimental,experimental_ui,modern,native,blocks,native_gui,Active,active,x11_compatible,local,False,vt_xterm,custom,custom_gpu,gpu_cells,block,interface_level,none,persistent,medium,Rust,metadata_only,2,2020,custom_root,xterm_compatibility;block_interface;gpu_acceleration,medium,"Block-oriented modern terminal interface emphasizing command workflows, persistence and higher-level shell interaction.",https://www.warp.dev/,Experimental UI,Active,"Warp is classified as Experimental UI, with active status and native gui rendering.",custom_root,xterm_compatibility|block_interface|gpu_acceleration
term_wave_terminal,Wave Terminal,web_terminal_emulator,Experimental_UI,mixed_or_experimental,experimental_ui,modern,web,blocks,web_runtime,Active,active,x11_compatible,local,False,vt_xterm,custom,web_runtime_custom,dom,block,interface_level,programmable,persistent,high,"Go, TypeScript",metadata_only,3,2024,web terminal component,xterm_compatibility;block_interface;web_terminal;configuration_driven,high,Block/workspace-oriented terminal environment combining terminal interaction with persistent workspace semantics.,https://github.com/wavetermdev/waveterm,Experimental UI,Active,"Wave Terminal is classified as Experimental UI, with active status and web runtime rendering.",web terminal component,xterm_compatibility|block_interface|web_terminal|configuration_driven
term_wayst,wayst,unix_linux_terminal_emulator,Experimental_UI,mixed_or_experimental,experimental_ui,modern,native,none,native_gui,Experimental,dormant,wayland_native,local,False,vt_xterm,custom,custom_gpu,gpu_cells,stream,terminal_level,config,stateless,medium,C,metadata_only,0,2023,custom_root,xterm_compatibility;gpu_acceleration;wayland_native_design;configuration_driven,high,"GPU-accelerated terminal emulator with native_gui surface, config extensibility.",https://github.com/91861/wayst,Experimental UI,Experimental,"wayst is classified as Experimental UI, with experimental status and native gui rendering.",custom_root,xterm_compatibility|gpu_acceleration|wayland_native_design|configuration_driven
term_weston_terminal,weston-terminal,console_terminal_emulator,Experimental_UI,mixed_or_experimental,experimental_ui,modern,tty,none,framebuffer,Active,active,wayland_native,local,False,linux_console,custom,console_framebuffer,framebuffer,stream,device_level,config,stateless,high,C,metadata_only,3,2012,Linux console,framebuffer_console;wayland_native_design;configuration_driven,inferred,"framebuffer/console terminal emulator with framebuffer surface, config extensibility.",https://gitlab.freedesktop.org/wayland/weston,Experimental UI,Active,"weston-terminal is classified as Experimental UI, with active status and framebuffer rendering.",Linux console,framebuffer_console|wayland_native_design|configuration_driven
term_wezterm,WezTerm,unix_linux_terminal_emulator,GPU_modern,gpu_modern,standalone,modern,native,splits,native_gui,Active,active,x11_compatible,ssh,True,vt_xterm,custom,custom_gpu,gpu_cells,stream,terminal_level,programmable,session-aware,high,Rust,metadata_only,3,2019,custom_root,xterm_compatibility;split_pane_terminal;gpu_acceleration;configuration_driven,high,"GPU-accelerated terminal emulator with Lua configuration, rich rendering and session-oriented terminal workflows.",https://github.com/wezterm/wezterm,GPU Modern,Active,"WezTerm is classified as GPU Modern, with active status and native gui rendering.",custom_root,xterm_compatibility|split_pane_terminal|gpu_acceleration|configuration_driven
term_xfce4_terminal,xfce4-terminal,unix_linux_terminal_emulator,VTE_ecosystem,cpu_classic,vte,modern,native,tabs,native_gui,Active,active,x11_compatible,local,False,vt_xterm,VTE,VTE_wrapper,text_grid,stream,terminal_level,config,stateless,high,C,metadata_only,3,2004,VTE,xterm_compatibility;tabbed_terminal;desktop_integration;configuration_driven,high,"GTK/VTE terminal emulator with tabs layout, native_gui surface, config extensibility.",https://gitlab.xfce.org/apps/xfce4-terminal,VTE Ecosystem,Active,"xfce4-terminal is classified as VTE Ecosystem, with active status and native gui rendering.",VTE,xterm_compatibility|tabbed_terminal|desktop_integration|configuration_driven
term_xterm,xterm,historical_terminal_emulator,X11_legacy,cpu_classic,x11_xterm_family,legacy,native,none,native_gui,Active,active,x11_required,local,False,vt_xterm,custom,xterm_lineage,text_grid,stream,terminal_level,config,stateless,high,C,metadata_only,3,1984,xterm,xterm_compatibility;configuration_driven,high,Reference X11 terminal emulator implementing xterm-compatible VT-style terminal behavior.,https://invisible-island.net/xterm/,X11 Legacy,Active,"xterm is classified as X11 Legacy, with active status and native gui rendering.",xterm,xterm_compatibility|configuration_driven
term_xvt,xvt,historical_terminal_emulator,Experimental_UI,mixed_or_experimental,experimental_ui,modern,native,tabs,native_gui,Legacy,archived,x11_compatible,local,False,vt_xterm,custom,xterm_lineage,text_grid,stream,terminal_level,none,stateless,medium,C,metadata_only,1,1992,xterm,xterm_compatibility;tabbed_terminal,inferred,"xterm-compatible terminal emulator with tabs layout, native_gui surface. Source corrected from stale project URL to archived/package manpage.",https://manpages.ubuntu.com/manpages/bionic/man1/xvt.1.html,Experimental UI,Legacy,"xvt is classified as Experimental UI, with legacy status and native gui rendering.",xterm,xterm_compatibility|tabbed_terminal
term_yaft,yaft,console_terminal_emulator,Experimental_UI,mixed_or_experimental,experimental_ui,modern,tty,none,framebuffer,Experimental,dormant,display_agnostic,local,False,linux_console,custom,console_framebuffer,framebuffer,stream,device_level,config,stateless,medium,C,metadata_only,0,2011,Linux console,framebuffer_console;configuration_driven,high,Framebuffer terminal emulator for Linux console-style environments using direct low-level rendering.,https://github.com/uobikiemukot/yaft,Experimental UI,Experimental,"yaft is classified as Experimental UI, with experimental status and framebuffer rendering.",Linux console,framebuffer_console|configuration_driven
term_yakuake,Yakuake,unix_linux_terminal_emulator,Qt_ecosystem,cpu_classic,qt_kde,modern,native,tabs,native_gui,Active,active,x11_compatible,local,False,vt_xterm,KonsolePart,KDE_Konsole_lineage,text_grid,stream,terminal_level,config,stateless,high,C++,metadata_only,3,2005,KonsolePart,xterm_compatibility;tabbed_terminal;desktop_integration;configuration_driven,high,"Qt terminal emulator based on KonsolePart with tabs layout, native_gui surface, config extensibility.",https://invent.kde.org/utilities/yakuake,Qt/KDE Ecosystem,Active,"Yakuake is classified as Qt/KDE Ecosystem, with active status and native gui rendering.",KonsolePart,xterm_compatibility|tabbed_terminal|desktop_integration|configuration_driven
term_zerotty,zerotty,web_terminal_emulator,Experimental_UI,mixed_or_experimental,experimental_ui,modern,web,none,web_runtime,Experimental,dormant,display_agnostic,websocket,False,web_shell,custom,web_runtime_custom,dom,stream,terminal_level,none,stateless,low,JavaScript,metadata_only,0,,web terminal component,web_terminal,inferred,web-runtime terminal emulator with web_runtime surface.,https://gitlab.com/PaNDa2code/zerotty,Experimental UI,Experimental,"zerotty is classified as Experimental UI, with experimental status and web runtime rendering.",web terminal component,web_terminal
term_zutty,zutty,unix_linux_terminal_emulator,GPU_modern,gpu_modern,standalone,modern,native,none,native_gui,Active,active,x11_compatible,local,False,vt_xterm,custom,custom_gpu,gpu_cells,stream,terminal_level,config,stateless,high,C++,metadata_only,3,2020,custom_root,xterm_compatibility;gpu_acceleration;configuration_driven,high,GPU-rendered terminal emulator using a minimal native design and xterm-compatible behavior.,https://github.com/tomscii/zutty,GPU Modern,Active,"zutty is classified as GPU Modern, with active status and native gui rendering.",custom_root,xterm_compatibility|gpu_acceleration|configuration_driven
